Flame_retardant_AdditionAmount(wt%),Curing_agent_AdditionAmount(wt%),MW_FR,EEW,AMW_FR,Mp_FR,Mi_FR,RBF_FR,Sp_FR,Curing_Tem1,O%_FR,H%_FR,Si_FR,N%_FR,MCD_FR,MW_EP,C%_FR,Curing_Tem2,ARR_FR,nTA_FR,Curing_Time2,MW_Curing_Agent,RBN_FR,Fsp3_FR,Curing_Time1,Curing_Tem3,nHDon_FR,nDB_FR,AMW_EP,nHet_FR,RFD_FR,AP_FR,AMW_Curing_Agent,nCsp3_FR,nBM_FR,nN_FR,nO_FR,nH_FR,Curing_Time3,max_conj_path_FR,nP_FR,RCI_FR,H-048_FR,GD_FR,NNRS_FR,H-047_FR,H-050_FR,nAA_FR,Mp_Curing_Agent,nArOH_FR,H-052_FR,nHAcc_FR,C-006_FR,Curing_Tem4,nCs_FR,nCbH_FR,C-025_FR,SCBO_FR,nCp_FR,O-059_FR,C-026_FR,nRNHR_FR,O-058_FR,Si_Curing_Agent,nR05_FR,O-057_FR,Rbrid_FR,NRS_FR,H-046_FR,nCb-_FR,nArNH2_FR,nCsp3_Curing_Agent,nHM_FR,nROH_FR,nArOR_FR,O-056_FR,C-005_FR,nBO_FR,nC_FR,C-002_FR,P-116_FR,Sp_Curing_Agent,C%_Curing_Agent,nCt_FR,C-001_FR,TRS_FR,nCq_FR,C-007_FR,nB_FR,H-051_FR,O-060_FR,P-117_FR,nRNH2_FR,nP(=O)O2R_FR,N-070_FR,RBF_Curing_Agent,nH_Curing_Agent,nCconj_FR,nOHs_FR,Curing_Time4,nCIC_FR,Rperim_FR,nR06_FR,nArNHR_FR,nROR_FR,C-009_FR,MCD_Curing_Agent,nBT_FR,nRSR_FR,nPO4_FR,N-067_FR,N-073_FR,Si-111_FR,Mi_Curing_Agent,Sp_EP,nS_FR,nR10_FR,nCONN_FR,nRNHO_FR,nOHp_FR,C-008_FR,H-053_FR,N-075_FR,nAT_FR,nCrq_FR,nImidazoles_FR,C-003_FR,H-049_FR,N-069_FR,P-120_FR,N%_Curing_Agent,nCs_Curing_Agent,nSK_FR,nFuranes_FR,nTriazoles_FR,nDB_Curing_Agent,ARR_Curing_Agent,nR07_FR,nR09_FR,nBnz_FR,nS(=O)2_FR,nSO2N_FR,nOxiranes_FR,C-032_FR,C-040_FR,S-110_FR,B-112_FR,P-118_FR,Fsp3_Curing_Agent,C-025_Curing_Agent,H%_EP,nTB_FR,nCL_FR,nCsp2_FR,nCrs_FR,nRCONR2_FR,nRNR2_FR,n135-Triazines_FR,C-024_FR,C-034_FR,C-037_FR,RBN_Curing_Agent,H%_Curing_Agent,C-001_Curing_Agent,Si_EP,Mp_EP,nStructures_FR,nBridgeHead_FR,nNq_FR,nPyrimidines_FR,C-030_FR,C-031_FR,C-044_FR,H-054_FR,N-078_FR,nAA_Curing_Agent,nTA_Curing_Agent,nBM_Curing_Agent,nHet_Curing_Agent,AP_Curing_Agent,nHDon_Curing_Agent,MCD_EP,nRCOOH_FR,nRCONHR_FR,nArNR2_FR,nThiazoles_FR,C-011_FR,C-016_FR,C-027_FR,C-028_FR,C-033_FR,C-035_FR,C-042_FR,H-055_FR,N-072_FR,Curing_Time5,Curing_Tem6,nSpiro_FR,nR03_FR,nR=Cs_FR,nRCONH2_FR,nN(CO)2_FR,nPyrroles_FR,C-018_FR,N-071_FR,nO_Curing_Agent,O%_Curing_Agent,Curing_Tem5,nAB_FR,nCrt_FR,nCar_FR,nArC=N_FR,nN+_FR,nP(=O)R3/nPR5_FR,C-004_FR,O-062_FR,N-066_FR,Cl-090_FR,S-108_FR,P-119_FR,nCb-_Curing_Agent,O-060_Curing_Agent,nTA_EP,RBF_EP,O%_EP,X%_FR,nR08_FR,nArCHO_FR,nArCNO_FR,nSO2OH_FR,nArX_FR,nThiophenes_FR,C-019_FR,N-068_FR,F-085_FR,S-107_FR,SCBO_Curing_Agent,nC_Curing_Agent,nHM_Curing_Agent,nCsp2_Curing_Agent,nCIC_Curing_Agent,Rperim_Curing_Agent,nCp_Curing_Agent,nCrt_Curing_Agent,nRNH2_Curing_Agent,nArNH2_Curing_Agent,C-002_Curing_Agent,C-005_Curing_Agent,C-026_Curing_Agent,H-046_Curing_Agent,H-047_Curing_Agent,H-048_Curing_Agent,H-049_Curing_Agent,Curing_Time6,nBT_EP,RBN_EP,nN_EP,N%_EP,nCsp3_EP,nF_FR,nX_FR,nCsp_FR,nR11_FR,nR=Ct_FR,nRCOOR_FR,nArCO_FR,nRC=N_FR,nArCN_FR,nSO3_FR,nPR3_FR,nPyrazines_FR,C-015_FR,C-022_FR,C-036_FR,C-041_FR,C-043_FR,O-063_FR,N-074_FR,N-076_FR,N-079_FR,Br-094_FR,GD_Curing_Agent,nTB_Curing_Agent,nN_Curing_Agent,nP_Curing_Agent,nS_Curing_Agent,max_conj_path_Curing_Agent,RFD_Curing_Agent,NRS_Curing_Agent,NNRS_Curing_Agent,nR05_Curing_Agent,nR10_Curing_Agent,nCq_Curing_Agent,nRCONH2_Curing_Agent,nArCONHR_Curing_Agent,nArC=N_Curing_Agent,nRCN_Curing_Agent,nArOH_Curing_Agent,nArOR_Curing_Agent,nS(=O)2_Curing_Agent,nImidazoles_Curing_Agent,nHAcc_Curing_Agent,C-008_Curing_Agent,C-037_Curing_Agent,C-042_Curing_Agent,H-050_Curing_Agent,H-051_Curing_Agent,O-058_Curing_Agent,N-067_Curing_Agent,N-069_Curing_Agent,P-116_Curing_Agent,Curing_Pressure,LOI
10,18,615.36,213,9.767619048,0.666933333,1.139514286,0.130434783,42.0168,100,23.80952381,38.0952381,71.7894,4.761904762,0.769230769,340.45,28.57142857,150,0.133333333,3,2,198.29,9,0.833333333,2,0,0,3,6.947959184,21,0.6,0.153846154,6.837586207,15,9,3,15,24,0,6,3,1.4,0,0.060728745,0.571428571,24,0,6,0.675165517,0,0,18,12,0,0,0,0,51,0,9,0,0,3,32.4878,0,0,9,4,0,0,0,1,3,0,3,0,0,45,18,0,0,19.5798,44.82758621,0,0,42,3,0,0,0,3,3,0,0,0,0.066666667,14,0,0,0,7,24,10,0,0,0,0.8,69,0,3,0,0,0,1.120268966,31.9548,0,0,0,0,0,0,0,3,63,3,0,0,0,0,0,6.896551724,1,39,0,0,0,0.75,0,0,0,0,0,0,3,0,0,0,0,0.076923077,2,48.97959184,0,0,3,0,0,0,1,0,0,0,2,48.27586207,0,54.82,0.652138776,1,6,0,0,0,0,0,0,0,12,2,12,2,0.8,4,0.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,0,0,3,0,0,0,0,0,4,0,2,0.153846154,8.163265306,0,0,0,0,0,0,0,0,0,0,0,22,13,0,12,2,12,0,0,0,2,1,0,2,2,8,0,0,0,52,8,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.152380952,0,2,0,0,6,0,2,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4,0,0,0,2,0,0,31
15,17,615.36,213,9.767619048,0.666933333,1.139514286,0.130434783,42.0168,100,23.80952381,38.0952381,71.7894,4.761904762,0.769230769,340.45,28.57142857,150,0.133333333,3,2,198.29,9,0.833333333,2,0,0,3,6.947959184,21,0.6,0.153846154,6.837586207,15,9,3,15,24,0,6,3,1.4,0,0.060728745,0.571428571,24,0,6,0.675165517,0,0,18,12,0,0,0,0,51,0,9,0,0,3,32.4878,0,0,9,4,0,0,0,1,3,0,3,0,0,45,18,0,0,19.5798,44.82758621,0,0,42,3,0,0,0,3,3,0,0,0,0.066666667,14,0,0,0,7,24,10,0,0,0,0.8,69,0,3,0,0,0,1.120268966,31.9548,0,0,0,0,0,0,0,3,63,3,0,0,0,0,0,6.896551724,1,39,0,0,0,0.75,0,0,0,0,0,0,3,0,0,0,0,0.076923077,2,48.97959184,0,0,3,0,0,0,1,0,0,0,2,48.27586207,0,54.82,0.652138776,1,6,0,0,0,0,0,0,0,12,2,12,2,0.8,4,0.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,0,0,3,0,0,0,0,0,4,0,2,0.153846154,8.163265306,0,0,0,0,0,0,0,0,0,0,0,22,13,0,12,2,12,0,0,0,2,1,0,2,2,8,0,0,0,52,8,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.152380952,0,2,0,0,6,0,2,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4,0,0,0,2,0,0,33
20,16,615.36,213,9.767619048,0.666933333,1.139514286,0.130434783,42.0168,100,23.80952381,38.0952381,71.7894,4.761904762,0.769230769,340.45,28.57142857,150,0.133333333,3,2,198.29,9,0.833333333,2,0,0,3,6.947959184,21,0.6,0.153846154,6.837586207,15,9,3,15,24,0,6,3,1.4,0,0.060728745,0.571428571,24,0,6,0.675165517,0,0,18,12,0,0,0,0,51,0,9,0,0,3,32.4878,0,0,9,4,0,0,0,1,3,0,3,0,0,45,18,0,0,19.5798,44.82758621,0,0,42,3,0,0,0,3,3,0,0,0,0.066666667,14,0,0,0,7,24,10,0,0,0,0.8,69,0,3,0,0,0,1.120268966,31.9548,0,0,0,0,0,0,0,3,63,3,0,0,0,0,0,6.896551724,1,39,0,0,0,0.75,0,0,0,0,0,0,3,0,0,0,0,0.076923077,2,48.97959184,0,0,3,0,0,0,1,0,0,0,2,48.27586207,0,54.82,0.652138776,1,6,0,0,0,0,0,0,0,12,2,12,2,0.8,4,0.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,0,0,3,0,0,0,0,0,4,0,2,0.153846154,8.163265306,0,0,0,0,0,0,0,0,0,0,0,22,13,0,12,2,12,0,0,0,2,1,0,2,2,8,0,0,0,52,8,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.152380952,0,2,0,0,6,0,2,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4,0,0,0,2,0,0,30
0,20,615.36,213,9.767619048,0.666933333,1.139514286,0.130434783,42.0168,100,23.80952381,38.0952381,71.7894,4.761904762,0.769230769,340.45,28.57142857,150,0.133333333,3,2,198.29,9,0.833333333,2,0,0,3,6.947959184,21,0.6,0.153846154,6.837586207,15,9,3,15,24,0,6,3,1.4,0,0.060728745,0.571428571,24,0,6,0.675165517,0,0,18,12,0,0,0,0,51,0,9,0,0,3,32.4878,0,0,9,4,0,0,0,1,3,0,3,0,0,45,18,0,0,19.5798,44.82758621,0,0,42,3,0,0,0,3,3,0,0,0,0.066666667,14,0,0,0,7,24,10,0,0,0,0.8,69,0,3,0,0,0,1.120268966,31.9548,0,0,0,0,0,0,0,3,63,3,0,0,0,0,0,6.896551724,1,39,0,0,0,0.75,0,0,0,0,0,0,3,0,0,0,0,0.076923077,2,48.97959184,0,0,3,0,0,0,1,0,0,0,2,48.27586207,0,54.82,0.652138776,1,6,0,0,0,0,0,0,0,12,2,12,2,0.8,4,0.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,0,0,3,0,0,0,0,0,4,0,2,0.153846154,8.163265306,0,0,0,0,0,0,0,0,0,0,0,22,13,0,12,2,12,0,0,0,2,1,0,2,2,8,0,0,0,52,8,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.152380952,0,2,0,0,6,0,2,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4,0,0,0,2,0,0,21.5
10,18,149.12,213,7.456,0.516195,1.20661,0,10.3239,100,20,60,24.1322,15,0,340.45,0,150,0,4,2,198.29,0,0,2,0,12,1,6.947959184,8,0,0,6.837586207,0,1,3,4,12,0,0,1,0,0,0.142857143,0,0,12,0,0.675165517,0,0,4,0,0,0,0,0,5,0,0,0,0,1,32.4878,0,0,0,0,0,0,0,1,1,0,0,0,0,4,0,0,0,19.5798,44.82758621,0,0,0,0,0,0,0,0,1,0,0,0,0.066666667,14,0,0,0,0,0,0,0,0,0,0.8,16,0,1,0,0,0,1.120268966,31.9548,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,6.896551724,1,8,0,0,0,0.75,0,0,0,0,0,0,0,0,0,0,0,0.076923077,2,48.97959184,0,0,0,0,0,0,0,0,0,0,2,48.27586207,0,54.82,0.652138776,4,0,3,0,0,0,0,0,0,12,2,12,2,0.8,4,0.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,4,0,2,0.153846154,8.163265306,0,0,0,0,0,0,0,0,0,0,0,22,13,0,12,2,12,0,0,0,2,1,0,2,2,8,0,0,0,52,8,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0.152380952,0,2,0,0,6,0,2,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4,0,0,0,2,0,0,30
5,18,615.36,213,9.767619048,0.666933333,1.139514286,0.130434783,42.0168,100,23.80952381,38.0952381,71.7894,4.761904762,0.769230769,340.45,28.57142857,150,0.133333333,3,2,198.29,9,0.833333333,2,0,0,3,6.947959184,21,0.6,0.153846154,6.837586207,15,9,3,15,24,0,6,3,1.4,0,0.060728745,0.571428571,24,0,6,0.675165517,0,0,18,12,0,0,0,0,51,0,9,0,0,3,32.4878,0,0,9,4,0,0,0,1,3,0,3,0,0,45,18,0,0,19.5798,44.82758621,0,0,42,3,0,0,0,3,3,0,0,0,0.066666667,14,0,0,0,7,24,10,0,0,0,0.8,69,0,3,0,0,0,1.120268966,31.9548,0,0,0,0,0,0,0,3,63,3,0,0,0,0,0,6.896551724,1,39,0,0,0,0.75,0,0,0,0,0,0,3,0,0,0,0,0.076923077,2,48.97959184,0,0,3,0,0,0,1,0,0,0,2,48.27586207,0,54.82,0.652138776,1,6,0,0,0,0,0,0,0,12,2,12,2,0.8,4,0.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,0,0,3,0,0,0,0,0,4,0,2,0.153846154,8.163265306,0,0,0,0,0,0,0,0,0,0,0,22,13,0,12,2,12,0,0,0,2,1,0,2,2,8,0,0,0,52,8,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.152380952,0,2,0,0,6,0,2,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4,0,0,0,2,0,0,34
10.5,29.83333333,310.3,480.2,8.386486486,0.733418919,1.099283784,0.076923077,27.1365,150,8.108108108,40.54054054,40.6735,0,0.818181818,961.17,48.64864865,0,0.75,3,0,248.33,3,0,4,0,2,1,7.337175573,4,0,0.818181818,8.563103448,0,19,0,3,15,0,20,1,1,0,0.103896104,1,13,2,18,0.702589655,2,0,3,0,0,0,13,0,34,0,0,5,0,1,32.4114,0,2,0,3,0,5,0,0,1,0,0,0,0,24,18,0,1,20.3751,41.37931034,0,0,18,0,0,0,0,0,0,0,0,0,0.066666667,12,0,0,0,3,18,3,0,0,0,0.705882353,39,0,0,0,0,0,1.117634483,88.8302,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,6.896551724,0,22,0,0,2,0.666666667,0,0,3,0,0,0,0,0,0,0,0,0,0,46.5648855,0,0,18,0,0,0,0,13,0,0,2,41.37931034,0,145.6889,0.67809313,1,0,0,0,0,0,0,0,0,12,4,14,5,0.705882353,4,0.685714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6.896551724,0,18,0,18,0,0,1,0,0,0,0,0,0,4,0,6,0.172661871,7.633587786,0,0,0,0,0,0,0,0,0,0,0,26,12,1,12,2,12,0,0,0,2,0,0,4,0,8,0,0,0,139,24,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.132352941,0,2,0,1,6,0,2,1,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,4,0,2,0,2,0,0,29.2
20.9,26.36666667,310.3,480.2,8.386486486,0.733418919,1.099283784,0.076923077,27.1365,150,8.108108108,40.54054054,40.6735,0,0.818181818,961.17,48.64864865,0,0.75,3,0,248.33,3,0,4,0,2,1,7.337175573,4,0,0.818181818,8.563103448,0,19,0,3,15,0,20,1,1,0,0.103896104,1,13,2,18,0.702589655,2,0,3,0,0,0,13,0,34,0,0,5,0,1,32.4114,0,2,0,3,0,5,0,0,1,0,0,0,0,24,18,0,1,20.3751,41.37931034,0,0,18,0,0,0,0,0,0,0,0,0,0.066666667,12,0,0,0,3,18,3,0,0,0,0.705882353,39,0,0,0,0,0,1.117634483,88.8302,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,6.896551724,0,22,0,0,2,0.666666667,0,0,3,0,0,0,0,0,0,0,0,0,0,46.5648855,0,0,18,0,0,0,0,13,0,0,2,41.37931034,0,145.6889,0.67809313,1,0,0,0,0,0,0,0,0,12,4,14,5,0.705882353,4,0.685714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6.896551724,0,18,0,18,0,0,1,0,0,0,0,0,0,4,0,6,0.172661871,7.633587786,0,0,0,0,0,0,0,0,0,0,0,26,12,1,12,2,12,0,0,0,2,0,0,4,0,8,0,0,0,139,24,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.132352941,0,2,0,1,6,0,2,1,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,4,0,2,0,2,0,0,32.4
10,30,324.28,480.2,9.007777778,0.745266667,1.096325,0.025641026,26.8296,150,11.11111111,36.11111111,39.4677,0,0.869565217,961.17,50,0,0.692307692,3,0,248.33,1,0,4,0,2,1,7.337175573,5,0.2,0.782608696,8.563103448,0,19,0,4,13,0,20,1,1.2,0,0.102766798,0.5,11,2,18,0.702589655,2,0,4,0,0,0,11,2,36,0,0,5,0,1,32.4114,0,2,2,2,0,7,0,0,1,0,0,0,0,26,18,0,1,20.3751,41.37931034,0,0,24,0,0,0,0,1,0,0,0,0,0.066666667,12,0,0,0,4,20,4,0,0,0,0.705882353,39,0,0,0,0,0,1.117634483,88.8302,0,2,0,0,0,0,0,0,36,0,0,0,0,0,0,6.896551724,0,23,0,0,2,0.666666667,0,0,3,0,0,0,0,0,0,0,0,0,0,46.5648855,0,0,18,0,0,0,0,11,0,0,2,41.37931034,0,145.6889,0.67809313,1,0,0,0,0,0,0,0,0,12,4,14,5,0.705882353,4,0.685714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6.896551724,0,18,0,18,0,0,0,0,0,0,0,0,0,4,0,6,0.172661871,7.633587786,0,0,0,0,0,0,0,0,0,0,0,26,12,1,12,2,12,0,0,0,2,0,0,4,0,8,0,0,0,139,24,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.132352941,0,2,0,1,6,0,2,1,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,4,0,2,0,2,0,0,29.5
20,26.66666667,324.28,480.2,9.007777778,0.745266667,1.096325,0.025641026,26.8296,150,11.11111111,36.11111111,39.4677,0,0.869565217,961.17,50,0,0.692307692,3,0,248.33,1,0,4,0,2,1,7.337175573,5,0.2,0.782608696,8.563103448,0,19,0,4,13,0,20,1,1.2,0,0.102766798,0.5,11,2,18,0.702589655,2,0,4,0,0,0,11,2,36,0,0,5,0,1,32.4114,0,2,2,2,0,7,0,0,1,0,0,0,0,26,18,0,1,20.3751,41.37931034,0,0,24,0,0,0,0,1,0,0,0,0,0.066666667,12,0,0,0,4,20,4,0,0,0,0.705882353,39,0,0,0,0,0,1.117634483,88.8302,0,2,0,0,0,0,0,0,36,0,0,0,0,0,0,6.896551724,0,23,0,0,2,0.666666667,0,0,3,0,0,0,0,0,0,0,0,0,0,46.5648855,0,0,18,0,0,0,0,11,0,0,2,41.37931034,0,145.6889,0.67809313,1,0,0,0,0,0,0,0,0,12,4,14,5,0.705882353,4,0.685714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6.896551724,0,18,0,18,0,0,0,0,0,0,0,0,0,4,0,6,0.172661871,7.633587786,0,0,0,0,0,0,0,0,0,0,0,26,12,1,12,2,12,0,0,0,2,0,0,4,0,8,0,0,0,139,24,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.132352941,0,2,0,1,6,0,2,1,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,4,0,2,0,2,0,0,32.9
0,33.33333333,324.28,480.2,9.007777778,0.745266667,1.096325,0.025641026,26.8296,150,11.11111111,36.11111111,39.4677,0,0.869565217,961.17,50,0,0.692307692,3,0,248.33,1,0,4,0,2,1,7.337175573,5,0.2,0.782608696,8.563103448,0,19,0,4,13,0,20,1,1.2,0,0.102766798,0.5,11,2,18,0.702589655,2,0,4,0,0,0,11,2,36,0,0,5,0,1,32.4114,0,2,2,2,0,7,0,0,1,0,0,0,0,26,18,0,1,20.3751,41.37931034,0,0,24,0,0,0,0,1,0,0,0,0,0.066666667,12,0,0,0,4,20,4,0,0,0,0.705882353,39,0,0,0,0,0,1.117634483,88.8302,0,2,0,0,0,0,0,0,36,0,0,0,0,0,0,6.896551724,0,23,0,0,2,0.666666667,0,0,3,0,0,0,0,0,0,0,0,0,0,46.5648855,0,0,18,0,0,0,0,11,0,0,2,41.37931034,0,145.6889,0.67809313,1,0,0,0,0,0,0,0,0,12,4,14,5,0.705882353,4,0.685714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6.896551724,0,18,0,18,0,0,0,0,0,0,0,0,0,4,0,6,0.172661871,7.633587786,0,0,0,0,0,0,0,0,0,0,0,26,12,1,12,2,12,0,0,0,2,0,0,4,0,8,0,0,0,139,24,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.132352941,0,2,0,1,6,0,2,1,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,4,0,2,0,2,0,0,20.4
44.4,44.4,516.5,173,8.330645161,0.727277419,1.107729032,0.074626866,45.0912,180,6.451612903,41.93548387,68.6792,3.225806452,0.777777778,340.45,45.16129032,0,0.585365854,4,0,516.5,5,0.142857143,2,0,4,2,6.947959184,8,0.285714286,0.666666667,8.330645161,4,26,2,4,26,0,14,2,1.285714286,0,0.065079365,0.333333333,18,4,24,0.727277419,0,4,6,2,0,2,14,4,55,0,0,6,0,2,68.6792,0,0,4,2,0,10,2,4,2,0,0,0,0,41,28,2,2,45.0912,45.16129032,0,0,36,0,0,0,0,2,0,0,0,0,0.074626866,26,0,0,0,6,28,6,0,0,0,0.777777778,67,0,0,0,0,0,1.107729032,31.9548,0,4,0,0,0,0,0,0,62,0,0,0,0,2,0,3.225806452,2,36,0,0,2,0.585365854,0,0,4,0,0,0,0,0,0,0,0,0.142857143,4,48.97959184,0,0,24,0,0,0,0,14,0,0,5,41.93548387,0,54.82,0.652138776,1,0,0,0,0,0,0,0,0,24,4,26,8,0.666666667,4,0.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6.451612903,0,24,0,24,0,0,0,0,0,0,0,0,0,10,2,2,0.153846154,8.163265306,0,0,0,0,0,0,0,0,0,0,0,55,28,2,24,6,28,0,0,0,2,2,0,6,0,18,0,0,0,52,8,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.065079365,0,2,2,0,14,0.285714286,2,0.333333333,0,4,0,0,0,0,0,0,0,0,0,6,0,0,0,4,0,2,0,2,2,0,48
2.5,32.50130005,566.35,227,9.764655172,0.72727069,1.111325862,0.047619048,42.1817,60,18.96551724,36.20689655,64.4569,0,0.837837838,340.45,39.65517241,0,0.428571429,5,0,268.34,3,0.217391304,1,0,2,3,6.947959184,14,0.129032258,0.486486486,7.453888889,5,21,0,11,21,0,20,3,1.161290323,0,0.063063063,0.5,19,2,18,0.673616667,1,0,11,4,0,0,11,2,54,0,4,5,0,3,40.3218,0,1,2,3,0,7,0,2,3,1,0,1,0,42,23,0,1,24.2502,44.44444444,0,0,36,1,0,0,0,2,2,0,0,0,0.108108108,16,0,0,0,6,32,6,0,0,0,0.6,63,0,2,0,0,0,1.12005,31.9548,0,2,0,0,0,0,0,0,58,1,0,0,0,0,0,5.555555556,0,37,0,0,2,0.571428571,0,0,3,0,0,0,0,0,0,0,0,0.125,2,48.97959184,0,0,18,0,0,0,0,11,0,0,4,44.44444444,1,54.82,0.652138776,1,0,0,0,0,0,0,0,0,12,4,14,4,0.6,2,0.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,5.555555556,0,18,0,18,0,0,0,1,0,0,0,0,0,4,0,2,0.153846154,8.163265306,0,0,0,0,0,0,0,0,0,0,0,29,16,0,14,2,12,1,0,0,0,0,1,2,0,11,0,0,0,52,8,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.110526316,0,2,0,0,10,0,2,1,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,2,3,2,0,0,0,0,25
5,31.66561115,566.35,227,9.764655172,0.72727069,1.111325862,0.047619048,42.1817,60,18.96551724,36.20689655,64.4569,0,0.837837838,340.45,39.65517241,0,0.428571429,5,0,268.34,3,0.217391304,1,0,2,3,6.947959184,14,0.129032258,0.486486486,7.453888889,5,21,0,11,21,0,20,3,1.161290323,0,0.063063063,0.5,19,2,18,0.673616667,1,0,11,4,0,0,11,2,54,0,4,5,0,3,40.3218,0,1,2,3,0,7,0,2,3,1,0,1,0,42,23,0,1,24.2502,44.44444444,0,0,36,1,0,0,0,2,2,0,0,0,0.108108108,16,0,0,0,6,32,6,0,0,0,0.6,63,0,2,0,0,0,1.12005,31.9548,0,2,0,0,0,0,0,0,58,1,0,0,0,0,0,5.555555556,0,37,0,0,2,0.571428571,0,0,3,0,0,0,0,0,0,0,0,0.125,2,48.97959184,0,0,18,0,0,0,0,11,0,0,4,44.44444444,1,54.82,0.652138776,1,0,0,0,0,0,0,0,0,12,4,14,4,0.6,2,0.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,5.555555556,0,18,0,18,0,0,0,1,0,0,0,0,0,4,0,2,0.153846154,8.163265306,0,0,0,0,0,0,0,0,0,0,0,29,16,0,14,2,12,1,0,0,0,0,1,2,0,11,0,0,0,52,8,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.110526316,0,2,0,0,10,0,2,1,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,2,3,2,0,0,0,0,27.6
