Flame_retardant_AdditionAmount(wt%),Curing_agent_AdditionAmount(wt%),MW_FR,EEW,AMW_FR,Mp_FR,Mi_FR,RBF_FR,Sp_FR,Curing_Tem1,O%_FR,H%_FR,Si_FR,N%_FR,MCD_FR,MW_EP,C%_FR,Curing_Tem2,ARR_FR,nTA_FR,Curing_Time2,MW_Curing_Agent,RBN_FR,Fsp3_FR,Curing_Time1,Curing_Tem3,nHDon_FR,nDB_FR,AMW_EP,nHet_FR,RFD_FR,AP_FR,AMW_Curing_Agent,nCsp3_FR,nBM_FR,nN_FR,nO_FR,nH_FR,Curing_Time3,max_conj_path_FR,nP_FR,RCI_FR,H-048_FR,GD_FR,NNRS_FR,H-047_FR,H-050_FR,nAA_FR,Mp_Curing_Agent,nArOH_FR,H-052_FR,nHAcc_FR,C-006_FR,Curing_Tem4,nCs_FR,nCbH_FR,C-025_FR,SCBO_FR,nCp_FR,O-059_FR,C-026_FR,nRNHR_FR,O-058_FR,Si_Curing_Agent,nR05_FR,O-057_FR,Rbrid_FR,NRS_FR,H-046_FR,nCb-_FR,nArNH2_FR,nCsp3_Curing_Agent,nHM_FR,nROH_FR,nArOR_FR,O-056_FR,C-005_FR,nBO_FR,nC_FR,C-002_FR,P-116_FR,Sp_Curing_Agent,C%_Curing_Agent,nCt_FR,C-001_FR,TRS_FR,nCq_FR,C-007_FR,nB_FR,H-051_FR,O-060_FR,P-117_FR,nRNH2_FR,nP(=O)O2R_FR,N-070_FR,RBF_Curing_Agent,nH_Curing_Agent,nCconj_FR,nOHs_FR,Curing_Time4,nCIC_FR,Rperim_FR,nR06_FR,nArNHR_FR,nROR_FR,C-009_FR,MCD_Curing_Agent,nBT_FR,nRSR_FR,nPO4_FR,N-067_FR,N-073_FR,Si-111_FR,Mi_Curing_Agent,Sp_EP,nS_FR,nR10_FR,nCONN_FR,nRNHO_FR,nOHp_FR,C-008_FR,H-053_FR,N-075_FR,nAT_FR,nCrq_FR,nImidazoles_FR,C-003_FR,H-049_FR,N-069_FR,P-120_FR,N%_Curing_Agent,nCs_Curing_Agent,nSK_FR,nFuranes_FR,nTriazoles_FR,nDB_Curing_Agent,ARR_Curing_Agent,nR07_FR,nR09_FR,nBnz_FR,nS(=O)2_FR,nSO2N_FR,nOxiranes_FR,C-032_FR,C-040_FR,S-110_FR,B-112_FR,P-118_FR,Fsp3_Curing_Agent,C-025_Curing_Agent,H%_EP,nTB_FR,nCL_FR,nCsp2_FR,nCrs_FR,nRCONR2_FR,nRNR2_FR,n135-Triazines_FR,C-024_FR,C-034_FR,C-037_FR,RBN_Curing_Agent,H%_Curing_Agent,C-001_Curing_Agent,Si_EP,Mp_EP,nStructures_FR,nBridgeHead_FR,nNq_FR,nPyrimidines_FR,C-030_FR,C-031_FR,C-044_FR,H-054_FR,N-078_FR,nAA_Curing_Agent,nTA_Curing_Agent,nBM_Curing_Agent,nHet_Curing_Agent,AP_Curing_Agent,nHDon_Curing_Agent,MCD_EP,nRCOOH_FR,nRCONHR_FR,nArNR2_FR,nThiazoles_FR,C-011_FR,C-016_FR,C-027_FR,C-028_FR,C-033_FR,C-035_FR,C-042_FR,H-055_FR,N-072_FR,Curing_Time5,Curing_Tem6,nSpiro_FR,nR03_FR,nR=Cs_FR,nRCONH2_FR,nN(CO)2_FR,nPyrroles_FR,C-018_FR,N-071_FR,nO_Curing_Agent,O%_Curing_Agent,Curing_Tem5,nAB_FR,nCrt_FR,nCar_FR,nArC=N_FR,nN+_FR,nP(=O)R3/nPR5_FR,C-004_FR,O-062_FR,N-066_FR,Cl-090_FR,S-108_FR,P-119_FR,nCb-_Curing_Agent,O-060_Curing_Agent,nTA_EP,RBF_EP,O%_EP,X%_FR,nR08_FR,nArCHO_FR,nArCNO_FR,nSO2OH_FR,nArX_FR,nThiophenes_FR,C-019_FR,N-068_FR,F-085_FR,S-107_FR,SCBO_Curing_Agent,nC_Curing_Agent,nHM_Curing_Agent,nCsp2_Curing_Agent,nCIC_Curing_Agent,Rperim_Curing_Agent,nCp_Curing_Agent,nCrt_Curing_Agent,nRNH2_Curing_Agent,nArNH2_Curing_Agent,C-002_Curing_Agent,C-005_Curing_Agent,C-026_Curing_Agent,H-046_Curing_Agent,H-047_Curing_Agent,H-048_Curing_Agent,H-049_Curing_Agent,Curing_Time6,nBT_EP,RBN_EP,nN_EP,N%_EP,nCsp3_EP,nF_FR,nX_FR,nCsp_FR,nR11_FR,nR=Ct_FR,nRCOOR_FR,nArCO_FR,nRC=N_FR,nArCN_FR,nSO3_FR,nPR3_FR,nPyrazines_FR,C-015_FR,C-022_FR,C-036_FR,C-041_FR,C-043_FR,O-063_FR,N-074_FR,N-076_FR,N-079_FR,Br-094_FR,GD_Curing_Agent,nTB_Curing_Agent,nN_Curing_Agent,nP_Curing_Agent,nS_Curing_Agent,max_conj_path_Curing_Agent,RFD_Curing_Agent,NRS_Curing_Agent,NNRS_Curing_Agent,nR05_Curing_Agent,nR10_Curing_Agent,nCq_Curing_Agent,nRCONH2_Curing_Agent,nArCONHR_Curing_Agent,nArC=N_Curing_Agent,nRCN_Curing_Agent,nArOH_Curing_Agent,nArOR_Curing_Agent,nS(=O)2_Curing_Agent,nImidazoles_Curing_Agent,nHAcc_Curing_Agent,C-008_Curing_Agent,C-037_Curing_Agent,C-042_Curing_Agent,H-050_Curing_Agent,H-051_Curing_Agent,O-058_Curing_Agent,N-067_Curing_Agent,N-069_Curing_Agent,P-116_Curing_Agent,Curing_Pressure,LOI
10,24.4,442.74,196,6.324857143,0.622085714,1.136224286,0.31884058,43.546,90,5.714285714,61.42857143,79.5357,0,0,340.45,28.57142857,150,0,4,0.5,238.47,22,1,0.5,0,0,1,6.947959184,7,0,0,5.073829787,20,1,0,4,43,0,0,1,0,0,0.074074074,0,12,1,0,0.588744681,0,8,4,6,0,12,0,0,27,3,3,0,0,1,53.8094,0,0,0,0,22,0,0,15,3,0,0,0,0,26,20,12,0,27.671,31.91489362,0,2,0,0,0,0,0,0,1,0,0,0,0.041666667,30,0,0,0,0,0,0,0,0,0,0.705882353,69,1,1,0,0,0,1.144880851,31.9548,2,0,0,0,0,0,0,0,70,0,0,0,0,0,0,4.255319149,9,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,48.97959184,0,0,0,0,0,0,0,0,0,0,2,63.82978723,2,54.82,0.652138776,1,0,0,0,0,0,0,0,0,0,4,0,2,0,4,0.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.153846154,8.163265306,0,0,0,0,0,0,0,0,0,0,1,18,15,0,0,2,12,2,4,2,0,7,0,0,18,2,0,0,0,52,8,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.132352941,0,2,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,4,0,0,0,0,0,0,22.1
10,25.4,341.54,196,5.788813559,0.611816949,1.143837288,0.310344828,36.0972,90,1.694915254,61.01694915,67.4864,5.084745763,0,340.45,30.50847458,150,0,4,0.5,238.47,18,0.666666667,0.5,0,3,4,6.947959184,5,0,0,5.073829787,12,4,3,1,36,0,0,1,0,0,0.086956522,0,15,3,0,0.588744681,0,6,4,3,0,9,0,0,26,0,0,0,0,1,53.8094,0,0,0,0,12,0,0,15,1,0,0,0,0,22,18,9,0,27.671,31.91489362,0,0,0,0,0,0,0,0,1,0,0,0,0.041666667,30,0,0,0,0,0,0,0,0,0,0.705882353,58,0,0,3,0,0,1.144880851,31.9548,0,0,0,0,0,0,0,0,59,0,0,0,0,0,0,4.255319149,9,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,48.97959184,0,0,6,0,0,0,0,0,0,0,2,63.82978723,2,54.82,0.652138776,1,0,0,0,0,0,0,0,0,0,4,0,2,0,4,0.72,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.153846154,8.163265306,0,0,0,0,0,0,0,0,0,0,0,18,15,0,0,2,12,2,4,2,0,7,0,0,18,2,0,0,0,52,8,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0.132352941,0,2,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,4,0,0,0,0,0,0,22.9
10,26.4,439.8,196,6.024657534,0.619172603,1.14249863,0.305555556,45.1996,90,1.369863014,63.01369863,83.4024,4.109589041,0,340.45,27.39726027,150,0,4,0.5,238.47,22,1,0.5,0,3,1,6.947959184,7,0,0,5.073829787,20,1,3,1,46,0,0,1,0,0,0.074074074,0,15,3,0,0.588744681,0,8,4,6,0,11,0,0,27,2,0,0,0,1,53.8094,0,0,0,0,20,0,0,15,3,0,0,0,1,26,20,11,0,27.671,31.91489362,0,2,0,0,0,0,0,0,1,0,0,0,0.041666667,30,0,0,0,0,0,0,0,0,0,0.705882353,72,2,0,3,0,0,1.144880851,31.9548,2,0,0,0,0,0,0,0,73,0,0,0,0,0,0,4.255319149,9,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,48.97959184,0,0,0,0,0,0,0,0,0,0,2,63.82978723,2,54.82,0.652138776,1,0,0,0,0,0,0,0,0,0,4,0,2,0,4,0.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.153846154,8.163265306,0,0,0,0,0,0,0,0,0,0,2,18,15,0,0,2,12,2,4,2,0,7,0,0,18,2,0,0,0,52,8,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.132352941,0,2,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,4,0,0,0,0,0,0,23.3
10,27.4,676.67,196,8.252073171,0.722564634,1.102278049,0.149425287,59.2503,90,8.536585366,41.46341463,90.3868,0,0.75,340.45,47.56097561,150,0.679245283,4,0.5,238.47,13,0.076923077,0.5,0,0,2,6.947959184,9,0,0.75,5.073829787,3,38,0,7,34,0,8,2,1,0,0.046985816,1,28,0,36,0.588744681,0,0,7,0,0,0,28,2,73,2,0,6,0,2,53.8094,0,0,0,6,6,8,0,15,2,0,0,0,0,53,39,0,0,27.671,31.91489362,0,2,36,1,0,0,0,5,1,0,1,0,0.041666667,30,0,0,0,6,36,6,0,0,0,0.705882353,87,0,1,0,0,0,1.144880851,31.9548,0,0,0,0,0,0,0,0,82,0,0,0,0,0,1,4.255319149,9,48,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,1,0,48.97959184,0,0,36,0,0,0,0,28,0,0,2,63.82978723,2,54.82,0.652138776,1,0,0,0,0,0,0,0,0,0,4,0,2,0,4,0.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,36,0,0,0,1,0,0,0,0,0,0,0,2,0.153846154,8.163265306,0,0,0,0,0,0,0,0,0,0,0,18,15,0,0,2,12,2,4,2,0,7,0,0,18,2,0,0,0,52,8,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.132352941,0,2,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,4,0,0,0,0,0,0,24
0,26,676.67,196,8.252073171,0.722564634,1.102278049,0.149425287,59.2503,90,8.536585366,41.46341463,90.3868,0,0.75,340.45,47.56097561,150,0.679245283,4,0.5,238.47,13,0.076923077,0.5,0,0,2,6.947959184,9,0,0.75,5.073829787,3,38,0,7,34,0,8,2,1,0,0.046985816,1,28,0,36,0.588744681,0,0,7,0,0,0,28,2,73,2,0,6,0,2,53.8094,0,0,0,6,6,8,0,15,2,0,0,0,0,53,39,0,0,27.671,31.91489362,0,2,36,1,0,0,0,5,1,0,1,0,0.041666667,30,0,0,0,6,36,6,0,0,0,0.705882353,87,0,1,0,0,0,1.144880851,31.9548,0,0,0,0,0,0,0,0,82,0,0,0,0,0,1,4.255319149,9,48,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,1,0,48.97959184,0,0,36,0,0,0,0,28,0,0,2,63.82978723,2,54.82,0.652138776,1,0,0,0,0,0,0,0,0,0,4,0,2,0,4,0.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,36,0,0,0,1,0,0,0,0,0,0,0,2,0.153846154,8.163265306,0,0,0,0,0,0,0,0,0,0,0,18,15,0,0,2,12,2,4,2,0,7,0,0,18,2,0,0,0,52,8,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.132352941,0,2,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,4,0,0,0,0,0,0,18.7
0,39.8,676.67,90,8.252073171,0.722564634,1.102278049,0.149425287,59.2503,90,8.536585366,41.46341463,90.3868,0,0.75,360.45,47.56097561,150,0.679245283,4,0.5,238.47,13,0.076923077,0.5,0,0,2,6.800943396,9,0,0.75,5.073829787,3,38,0,7,34,0,8,2,1,0,0.046985816,1,28,0,36,0.588744681,0,0,7,0,0,0,28,2,73,2,0,6,0,2,53.8094,0,0,0,6,6,8,0,15,2,0,0,0,0,53,39,0,0,27.671,31.91489362,0,2,36,1,0,0,0,5,1,0,1,0,0.041666667,30,0,0,0,6,36,6,0,0,0,0.705882353,87,0,1,0,0,0,1.144880851,31.2956,0,0,0,0,0,0,0,0,82,0,0,0,0,0,1,4.255319149,9,48,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,1,0,52.83018868,0,0,36,0,0,0,0,28,0,0,2,63.82978723,2,60.488,0.590483019,1,0,0,0,0,0,0,0,0,0,4,0,2,0,4,0.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,36,0,0,0,1,0,0,0,0,0,0,0,0,0.285714286,15.09433962,0,0,0,0,0,0,0,0,0,0,0,18,15,0,0,2,12,2,4,2,0,7,0,0,18,2,0,0,0,56,16,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.132352941,0,2,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,4,0,0,0,0,0,0,19.7
10,35.8,344.48,90,6.151428571,0.615064286,1.136066071,0.327272727,34.4436,90,7.142857143,58.92857143,63.6197,0,0,360.45,32.14285714,150,0,4,0.5,238.47,18,0.666666667,0.5,0,0,4,6.800943396,5,0,0,5.073829787,12,4,0,4,33,0,0,1,0,0,0.086956522,0,15,0,0,0.588744681,0,6,4,3,0,9,0,0,26,0,3,0,0,1,53.8094,0,0,0,0,12,0,0,15,1,0,0,0,0,22,18,9,0,27.671,31.91489362,0,0,0,0,0,0,0,0,1,0,0,0,0.041666667,30,0,0,0,0,0,0,0,0,0,0.705882353,55,0,1,0,0,0,1.144880851,31.2956,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,4.255319149,9,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,52.83018868,0,0,6,0,0,0,0,0,0,0,2,63.82978723,2,60.488,0.590483019,1,0,0,0,0,0,0,0,0,0,4,0,2,0,4,0.48,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.285714286,15.09433962,0,0,0,0,0,0,0,0,0,0,0,18,15,0,0,2,12,2,4,2,0,7,0,0,18,2,0,0,0,56,16,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0.132352941,0,2,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,4,0,0,0,0,0,0,24.5
10,35.8,442.74,90,6.324857143,0.622085714,1.136224286,0.31884058,43.546,90,5.714285714,61.42857143,79.5357,0,0,360.45,28.57142857,150,0,4,0.5,238.47,22,1,0.5,0,0,1,6.800943396,7,0,0,5.073829787,20,1,0,4,43,0,0,1,0,0,0.074074074,0,12,1,0,0.588744681,0,8,4,6,0,12,0,0,27,3,3,0,0,1,53.8094,0,0,0,0,22,0,0,15,3,0,0,0,0,26,20,12,0,27.671,31.91489362,0,2,0,0,0,0,0,0,1,0,0,0,0.041666667,30,0,0,0,0,0,0,0,0,0,0.705882353,69,1,1,0,0,0,1.144880851,31.2956,2,0,0,0,0,0,0,0,70,0,0,0,0,0,0,4.255319149,9,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,52.83018868,0,0,0,0,0,0,0,0,0,0,2,63.82978723,2,60.488,0.590483019,1,0,0,0,0,0,0,0,0,0,4,0,2,0,4,0.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.285714286,15.09433962,0,0,0,0,0,0,0,0,0,0,1,18,15,0,0,2,12,2,4,2,0,7,0,0,18,2,0,0,0,56,16,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.132352941,0,2,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,4,0,0,0,0,0,0,24.4
10,35.8,341.54,90,5.788813559,0.611816949,1.143837288,0.310344828,36.0972,90,1.694915254,61.01694915,67.4864,5.084745763,0,360.45,30.50847458,150,0,4,0.5,238.47,18,0.666666667,0.5,0,3,4,6.800943396,5,0,0,5.073829787,12,4,3,1,36,0,0,1,0,0,0.086956522,0,15,3,0,0.588744681,0,6,4,3,0,9,0,0,26,0,0,0,0,1,53.8094,0,0,0,0,12,0,0,15,1,0,0,0,0,22,18,9,0,27.671,31.91489362,0,0,0,0,0,0,0,0,1,0,0,0,0.041666667,30,0,0,0,0,0,0,0,0,0,0.705882353,58,0,0,3,0,0,1.144880851,31.2956,0,0,0,0,0,0,0,0,59,0,0,0,0,0,0,4.255319149,9,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,52.83018868,0,0,6,0,0,0,0,0,0,0,2,63.82978723,2,60.488,0.590483019,1,0,0,0,0,0,0,0,0,0,4,0,2,0,4,0.48,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.285714286,15.09433962,0,0,0,0,0,0,0,0,0,0,0,18,15,0,0,2,12,2,4,2,0,7,0,0,18,2,0,0,0,56,16,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0.132352941,0,2,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,4,0,0,0,0,0,0,23.3
10,35.8,439.8,90,6.024657534,0.619172603,1.14249863,0.305555556,45.1996,90,1.369863014,63.01369863,83.4024,4.109589041,0,360.45,27.39726027,150,0,4,0.5,238.47,22,1,0.5,0,3,1,6.800943396,7,0,0,5.073829787,20,1,3,1,46,0,0,1,0,0,0.074074074,0,15,3,0,0.588744681,0,8,4,6,0,11,0,0,27,2,0,0,0,1,53.8094,0,0,0,0,20,0,0,15,3,0,0,0,1,26,20,11,0,27.671,31.91489362,0,2,0,0,0,0,0,0,1,0,0,0,0.041666667,30,0,0,0,0,0,0,0,0,0,0.705882353,72,2,0,3,0,0,1.144880851,31.2956,2,0,0,0,0,0,0,0,73,0,0,0,0,0,0,4.255319149,9,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,52.83018868,0,0,0,0,0,0,0,0,0,0,2,63.82978723,2,60.488,0.590483019,1,0,0,0,0,0,0,0,0,0,4,0,2,0,4,0.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.285714286,15.09433962,0,0,0,0,0,0,0,0,0,0,2,18,15,0,0,2,12,2,4,2,0,7,0,0,18,2,0,0,0,56,16,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.132352941,0,2,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,4,0,0,0,0,0,0,22.1
10,35.8,676.67,90,8.252073171,0.722564634,1.102278049,0.149425287,59.2503,90,8.536585366,41.46341463,90.3868,0,0.75,360.45,47.56097561,150,0.679245283,4,0.5,238.47,13,0.076923077,0.5,0,0,2,6.800943396,9,0,0.75,5.073829787,3,38,0,7,34,0,8,2,1,0,0.046985816,1,28,0,36,0.588744681,0,0,7,0,0,0,28,2,73,2,0,6,0,2,53.8094,0,0,0,6,6,8,0,15,2,0,0,0,0,53,39,0,0,27.671,31.91489362,0,2,36,1,0,0,0,5,1,0,1,0,0.041666667,30,0,0,0,6,36,6,0,0,0,0.705882353,87,0,1,0,0,0,1.144880851,31.2956,0,0,0,0,0,0,0,0,82,0,0,0,0,0,1,4.255319149,9,48,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,1,0,52.83018868,0,0,36,0,0,0,0,28,0,0,2,63.82978723,2,60.488,0.590483019,1,0,0,0,0,0,0,0,0,0,4,0,2,0,4,0.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,36,0,0,0,1,0,0,0,0,0,0,0,0,0.285714286,15.09433962,0,0,0,0,0,0,0,0,0,0,0,18,15,0,0,2,12,2,4,2,0,7,0,0,18,2,0,0,0,56,16,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.132352941,0,2,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,4,0,0,0,0,0,0,21.6
3,16.47,405.38,227,9.008444444,0.725382222,1.118546667,0.081632653,32.6422,120,6.666666667,35.55555556,50.3346,11.11111111,0.862068966,340.45,44.44444444,160,0.696969697,2,2,198.29,4,0.05,2,0,3,1,6.947959184,9,0.16,0.793103448,6.837586207,1,24,5,3,16,0,14,1,1.16,1,0.081280788,0.6,12,3,23,0.675165517,1,0,7,0,0,0,12,3,45.5,0,0,3,0,1,32.4878,1,1,2,3,0,6,0,1,1,0,0,0,0,33,20,0,1,19.5798,44.82758621,0,0,29,0,0,0,0,1,0,0,0,1,0.066666667,14,0,0,0,5,25,4,1,0,1,0.8,49,0,0,0,1,0,1.120268966,31.9548,0,2,0,0,0,0,0,3,45,0,0,0,0,0,0,6.896551724,1,29,0,0,0,0.75,0,0,3,0,0,0,0,0,0,0,0,0.076923077,2,48.97959184,0,0,19,0,0,0,0,12,0,0,2,48.27586207,0,54.82,0.652138776,1,0,0,0,0,0,1,0,0,12,2,12,2,0.8,4,0.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,19,0,0,0,0,0,0,0,0,0,4,0,2,0.153846154,8.163265306,0,0,0,0,0,0,0,0,0,0,0,22,13,0,12,2,12,0,0,0,2,1,0,2,2,8,0,0,0,52,8,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.152380952,0,2,0,0,6,0,2,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4,0,0,0,2,0,0,31.2
6,15.03,405.38,227,9.008444444,0.725382222,1.118546667,0.081632653,32.6422,120,6.666666667,35.55555556,50.3346,11.11111111,0.862068966,340.45,44.44444444,160,0.696969697,2,2,198.29,4,0.05,2,0,3,1,6.947959184,9,0.16,0.793103448,6.837586207,1,24,5,3,16,0,14,1,1.16,1,0.081280788,0.6,12,3,23,0.675165517,1,0,7,0,0,0,12,3,45.5,0,0,3,0,1,32.4878,1,1,2,3,0,6,0,1,1,0,0,0,0,33,20,0,1,19.5798,44.82758621,0,0,29,0,0,0,0,1,0,0,0,1,0.066666667,14,0,0,0,5,25,4,1,0,1,0.8,49,0,0,0,1,0,1.120268966,31.9548,0,2,0,0,0,0,0,3,45,0,0,0,0,0,0,6.896551724,1,29,0,0,0,0.75,0,0,3,0,0,0,0,0,0,0,0,0.076923077,2,48.97959184,0,0,19,0,0,0,0,12,0,0,2,48.27586207,0,54.82,0.652138776,1,0,0,0,0,0,1,0,0,12,2,12,2,0.8,4,0.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,19,0,0,0,0,0,0,0,0,0,4,0,2,0.153846154,8.163265306,0,0,0,0,0,0,0,0,0,0,0,22,13,0,12,2,12,0,0,0,2,1,0,2,2,8,0,0,0,52,8,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.152380952,0,2,0,0,6,0,2,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4,0,0,0,2,0,0,33.7
9,13.59,405.38,227,9.008444444,0.725382222,1.118546667,0.081632653,32.6422,120,6.666666667,35.55555556,50.3346,11.11111111,0.862068966,340.45,44.44444444,160,0.696969697,2,2,198.29,4,0.05,2,0,3,1,6.947959184,9,0.16,0.793103448,6.837586207,1,24,5,3,16,0,14,1,1.16,1,0.081280788,0.6,12,3,23,0.675165517,1,0,7,0,0,0,12,3,45.5,0,0,3,0,1,32.4878,1,1,2,3,0,6,0,1,1,0,0,0,0,33,20,0,1,19.5798,44.82758621,0,0,29,0,0,0,0,1,0,0,0,1,0.066666667,14,0,0,0,5,25,4,1,0,1,0.8,49,0,0,0,1,0,1.120268966,31.9548,0,2,0,0,0,0,0,3,45,0,0,0,0,0,0,6.896551724,1,29,0,0,0,0.75,0,0,3,0,0,0,0,0,0,0,0,0.076923077,2,48.97959184,0,0,19,0,0,0,0,12,0,0,2,48.27586207,0,54.82,0.652138776,1,0,0,0,0,0,1,0,0,12,2,12,2,0.8,4,0.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,19,0,0,0,0,0,0,0,0,0,4,0,2,0.153846154,8.163265306,0,0,0,0,0,0,0,0,0,0,0,22,13,0,12,2,12,0,0,0,2,1,0,2,2,8,0,0,0,52,8,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.152380952,0,2,0,0,6,0,2,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4,0,0,0,2,0,0,35.9
